Location,Premium,Brand_Model,Bluk_Price_DP,Year,Bluk_2,Url
"location_on
Cairo
, Rehab City",,سيد بحاله ممتازه لدواعي السفر,"سيد بحاله ممتازه لدواعي السفر

1.6 A/T SW L

700,000EGP",2019,"Kia
Ceed
2019
Used
104,000
km
Automatic
Fabrika In&Out",https://www.contactcars.com/en/used-cars/kia-ceed/2f09fbd35d504fd3bf9cbccaa1797d62?status=Used
"location_on
Egypt",,KIA sportage KM 62000 هاي لاين خليجي فابريكه بالكامل,"KIA sportage KM 62000 هاي لاين خليجي فابريكه بالكامل

1.6L LX (FWD) Full Option Plus

1,370,000EGP
Min. DP:274,000EGP",2020,"Kia
Sportage
2020
Used
62,000
km
Automatic
Imported Specs
almost new
Fabrika In&Out",https://www.contactcars.com/en/used-cars/kia-sportage/d14b9478a5c74cab9818dc37647edbd3?status=Used?dealer=1519520
"location_on
Cairo
, Nasr City",,كيا اكسيد,"كيا اكسيد
Down Payment398,000EGP",2023,"Kia
Xceed
2023
New
Automatic",https://www.contactcars.com/en/new-cars/kia-xceed/for-sale/17ce8e977e62413c8b8bdaa5dcb5349b?status=New?dealer=1519293
"location_on
Cairo
, Nasr City",,كيا جراند سيراتو,"كيا جراند سيراتو

1.6 A/T LX

Down Payment300,000EGP",2022,"Kia
Grand Cerato
2022
New
Automatic
In Warranty
Fabrika In&Out",https://www.contactcars.com/en/new-cars/kia-grand_cerato/for-sale/4a91f19ef53e4e2da7710e37505d3eb6?status=New?dealer=1519449
"location_on
Cairo
, Heliopolis",,كيا سيراتو ٢٠١٩,"كيا سيراتو ٢٠١٩
870,000EGP",2019,"Kia
Cerato
2019
Used
95,000
km
Automatic",https://www.contactcars.com/en/used-cars/kia-cerato/c705d39b78f34c89865e3e19598c3e4b?status=Used
"location_on
Cairo
, Nasr City",,KIA sportage 2022 فئه تانيه,"KIA sportage 2022 فئه تانيه

1.6 A/T LX New Shape

Down Payment485,000EGP",2022,"Kia
Sportage NQ5
2022
New
Automatic",https://www.contactcars.com/en/new-cars/kia-sportage_nq5/for-sale/fda2befd0f614b9fa4563123b5108fc5?status=New?dealer=1519511
"location_on
Fayoum
, El Masala",,كيا سيراتو موديل 2018.الفىه الثانيه,"كيا سيراتو موديل 2018.الفىه الثانيه
770,000EGP",2018,"Kia
Cerato
2018
Used
124,000
km
Automatic",https://www.contactcars.com/en/used-cars/kia-cerato/f5d630185fd04d7fbc777e7db0deebdc?status=Used
"location_on
Giza
, Sheikh Zayed",,Kia sportage 2014,"Kia sportage 2014

1.6 A/T S/R

800,000EGP",2014,"Kia
Sportage
2014
Used
140,000
km
Automatic",https://www.contactcars.com/en/used-cars/kia-sportage/aab524d34bb34a4c853a68a98aeae594?status=Used
"location_on
Cairo
, Madinaty",,كيا كارينز خليجي ٢٠٢٣ زيرو من المالك مباشره رخصه ٣ سنوات,"كيا كارينز خليجي ٢٠٢٣ زيرو من المالك مباشره رخصه ٣ سنوات
1,450,000EGP
Min. DP:290,000EGP",2023,"Kia
Carens
2023
Used
6,000
km
Automatic
Imported Specs
almost new
Fabrika In&Out",https://www.contactcars.com/en/used-cars/kia-carens/f003bb09878c4303a55a5be36706f124?status=Used
"location_on
Cairo
, Nasr City",,كيا سبورتاج خليجي حالة ممتازة فابريكا كامل اطارات وبطارية جديد,"كيا سبورتاج خليجي حالة ممتازة فابريكا كامل اطارات وبطارية جديد

1.6L LX (FWD)

1,300,000EGP",2020,"Kia
Sportage
2020
Used
100,000
km
Automatic
Imported Specs
Fabrika In&Out",https://www.contactcars.com/en/used-cars/kia-sportage/da7321a1cb8c46fc8268519f13b2b87b?status=Used
"location_on
Egypt",,Kia Sportage 2021,"Kia Sportage 2021

1.6 A/T TL Plus

1,500,000EGP
Min. DP:300,000EGP",2021,"Kia
Sportage
2021
Used
55,000
km
Automatic",https://www.contactcars.com/en/used-cars/kia-sportage/813c11de619b4e0b858bebf85f7b9207?status=Used?dealer=1519520
"location_on
Egypt",,Kia Sportage 2021,"Kia Sportage 2021

1.6 A/T TL Plus

1,580,000EGP
Min. DP:316,000EGP",2021,"Kia
Sportage
2021
Used
46,000
km
Automatic",https://www.contactcars.com/en/used-cars/kia-sportage/d970672374344674bf0228d7dd829ce2?status=Used?dealer=1519520
"location_on
Egypt",,Kia Sportage 2022,"Kia Sportage 2022

1.6 A/T TL Plus Black Edition

1,790,000EGP
Min. DP:358,000EGP",2022,"Kia
Sportage
2022
Used
13,000
km
Automatic
In Warranty
Fabrika In&Out",https://www.contactcars.com/en/used-cars/kia-sportage/2b025ef89e0f4a6ca4dd421e0ea2099d?status=Used?dealer=1519520
